Wap,Date,SwUsageRate
BY20/0087,2014-03-31,0.026349645714277597
BY20/0087,2014-04-30,0.032995370112932174
BY20/0087,2014-05-31,0.03698886942695474
BY20/0087,2014-06-30,0.038201589585817104
BY20/0087,2014-07-31,0.05051964993689046
BY20/0087,2014-08-31,0.052484235204772176
BY20/0087,2014-09-30,0.059023895091674924
BY20/0087,2014-10-31,0.05538092258702703
BY20/0087,2014-11-30,0.04779511111997705
BY20/0087,2014-12-31,0.03904663319590836
BY20/0087,2015-01-31,0.0338235602483985
BY20/0087,2015-02-28,0.023622095948608757
BY20/0087,2015-03-31,0.026349645714277597
BY20/0087,2015-04-30,0.032995370112932174
BY20/0087,2015-05-31,0.03698886942695474
BY20/0087,2015-06-30,0.038201589585817104
BY20/0087,2015-07-31,0.05038162923052536
BY20/0087,2015-08-31,0.052340847211683486
BY20/0087,2015-09-30,0.05886267260869403
BY20/0087,2015-10-31,0.05522962078536845
BY20/0087,2015-11-30,0.04766455981567662
BY20/0087,2015-12-31,0.038939957003543406
BY20/0087,2016-01-31,0.03373115359706386
BY20/0087,2016-02-29,0.0235575426294277
BY20/0087,2016-03-31,0.02627765794875472
BY20/0087,2016-04-30,0.03290524397862304
BY20/0087,2016-05-31,0.03688781508686466
BY20/0087,2016-06-30,0.038097242776490535
BY20/0087,2016-07-31,0.13994118917312606
BY20/0087,2016-08-31,0.052484235204772176
